Name,Gender,Start Date,Last Login Time,Salary,Bonus %,Senior Management,Team
"Cherry, Linda",Female,2/4/2010,8:49 PM,44486,17.308,TRUE,Engineering
"Compton, Alice",Female,9/3/1988,8:54 PM,63571,15.397,TRUE,Product
"Dudley, Patrick",Male,12/30/2002,2:01 AM,75423,5.368,TRUE,Business Development
"Sierra, Victor",,7/28/2006,2:49 PM,76381,11.159,TRUE,Sales
"Pollard, Russell",Male,5/10/2013,11:08 PM,137359,11.105,FALSE,Business Development
"Alfaro, Harry",Male,8/30/2011,6:31 PM,67656,16.455,TRUE,Client Services
"Hester, Susan",Female,4/7/1995,10:05 PM,92436,12.467,FALSE,Sales
"Proctor, Denise",Female,10/19/1992,5:42 AM,137954,4.195,TRUE,Legal
"Lu, Sarah",Female,12/4/1995,9:16 AM,124566,5.949,FALSE,Product
"Hinton, Sean",Male,1/17/1983,2:23 PM,66146,11.178,FALSE,Human Resources
"Novak, Ernest",Male,7/20/2013,6:41 AM,142935,13.198,TRUE,Product
"Good, Kimberly",Female,1/26/2013,12:57 AM,46233,8.862,TRUE,Engineering
"Madden, James",Male,1/15/1993,5:19 PM,148985,19.28,FALSE,Legal
"Mccann, Rose",Female,4/6/1982,10:43 AM,91411,8.639,TRUE,Human Resources
"Terrell, John",Male,12/23/1982,10:35 PM,146907,11.738,FALSE,Engineering
"Jarvis, Maria",Female,10/15/2011,4:53 PM,43455,13.04,FALSE,Engineering
"Dickson, Stephen",,7/10/1983,8:10 PM,85668,1.909,FALSE,Legal
"Reyna, Donna",Female,11/26/1982,7:04 AM,82871,17.999,FALSE,Marketing
"Cantrell, Gloria",Female,12/8/2014,5:08 AM,136709,10.331,TRUE,Finance
"Mayo, Alice",Female,10/5/2004,9:34 AM,47638,11.209,FALSE,Human Resources
"Branch, Justin",,2/10/1991,4:58 PM,38344,3.794,FALSE,Legal
"Hendrix, Robin",Female,7/24/1987,1:35 PM,100765,10.982,TRUE,Client Services
"Rollins, Rose",Female,8/25/2002,5:12 AM,134505,11.051,TRUE,Marketing
"Rowland, Anthony",Male,10/16/2011,8:35 AM,112769,11.625,TRUE,Finance
"Whitney, Tina",Female,5/15/1997,3:53 PM,56450,19.04,TRUE,Engineering
"Duke, George",Male,6/21/2013,5:47 PM,98874,4.479,TRUE,Marketing
"Odom, Henry",,11/23/2014,6:09 AM,132483,16.655,FALSE,Distribution
"Daugherty, Phillip",Male,1/31/1984,6:30 AM,42392,19.675,FALSE,Finance
"Travis, Russell",Male,5/20/2013,12:39 PM,96914,1.421,FALSE,Product
"Tang, Larry",Male,4/20/2013,4:45 PM,60500,11.985,FALSE,Business Development
"Archer, Albert",Male,5/15/2012,6:24 PM,129949,10.169,TRUE,Sales
